description	n_missing	n_non_missing	PHESANT_transformation	n_cases	n_controls	variable_type	source	notes	phenotype	raymond_both_sexes_qc	dominance_qc	dominance_qc_no_ordinal
Job SOC coding: Travel agency managers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 1226 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 1226 but with missing value (<0) || sample 90973/176(91149) ||	176	90973	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_1226	TRUE	FALSE	FALSE
Job SOC coding: Property, housing and land managers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 1231 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 1231 but with missing value (<0) || sample 90801/348(91149) ||	348	90801	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_1231	TRUE	FALSE	FALSE
Job SOC coding: Garage managers and proprietors	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 1232 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 1232 but with missing value (<0) || sample 90936/213(91149) ||	213	90936	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_1232	TRUE	FALSE	FALSE
Job SOC coding: Hairdressing and beauty salon managers and proprietors	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 1233 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 1233 but with missing value (<0) || sample 90879/270(91149) ||	270	90879	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_1233	TRUE	FALSE	FALSE
Job SOC coding: Shopkeepers and wholesale/retail dealers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 1234 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 1234 but with missing value (<0) || sample 89682/1467(91149) ||	1467	89682	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_1234	TRUE	FALSE	FALSE
Job SOC coding: Chemists	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2111 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2111 but with missing value (<0) || sample 90069/1080(91149) ||	1080	90069	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2111	TRUE	FALSE	FALSE
Job SOC coding: Biological scientists and biochemists	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2112 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2112 but with missing value (<0) || sample 90082/1067(91149) ||	1067	90082	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2112	TRUE	FALSE	FALSE
Job SOC coding: Physicists, geologists and meteorologists	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2113 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2113 but with missing value (<0) || sample 90416/733(91149) ||	733	90416	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2113	TRUE	FALSE	FALSE
Job SOC coding: Civil engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2121 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2121 but with missing value (<0) || sample 90214/935(91149) ||	935	90214	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2121	TRUE	FALSE	FALSE
Job SOC coding: Mechanical engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2122 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2122 but with missing value (<0) || sample 89554/1595(91149) ||	1595	89554	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2122	TRUE	FALSE	FALSE
Job SOC coding: Electrical engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2123 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2123 but with missing value (<0) || sample 90482/667(91149) ||	667	90482	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2123	TRUE	FALSE	FALSE
Job SOC coding: Electronics engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2124 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2124 but with missing value (<0) || sample 90218/931(91149) ||	931	90218	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2124	TRUE	FALSE	FALSE
Job SOC coding: Chemical engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2125 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2125 but with missing value (<0) || sample 90891/258(91149) ||	258	90891	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2125	TRUE	FALSE	FALSE
Job SOC coding: Design and development engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2126 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2126 but with missing value (<0) || sample 90543/606(91149) ||	606	90543	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2126	TRUE	FALSE	FALSE
Job SOC coding: Production and process engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2127 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2127 but with missing value (<0) || sample 90679/470(91149) ||	470	90679	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2127	TRUE	FALSE	FALSE
Job SOC coding: Planning and quality control engineers	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2128 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2128 but with missing value (<0) || sample 90816/333(91149) ||	333	90816	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2128	TRUE	FALSE	FALSE
Job SOC coding: Engineering professionals n.e.c.	270045	91149	22617_0 || CAT-MUL-BINARY-VAR 2129 || NO_NAN Remove NA participants 270045 || Removed 0 examples != 2129 but with missing value (<0) || sample 90393/756(91149) ||	756	90393	binary	phesant	Each self-coded job group was mapped to a 4-digit SOC2003 coding. In some cases several self-coded job groups map to the same SOC2003 coding as the input interface was designed to help untrained users classify their job according to the criteria/paths that would seem most natural to them. It was not thought practical to ask participants to code their job to the more detailed levels of the SOC2003 coding.	22617_2129	TRUE	FALSE	FALSE
